PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,VEHICLE_ID,SEX,AGE,AIRBAG_DEPLOYED,EJECTION,INJURY_CLASSIFICATION,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,PEDPEDAL_ACTION,PEDPEDAL_VISIBILITY,PEDPEDAL_LOCATION,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,DOORING_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,geometry,YEAR,ADDRESS
O851636,DRIVER,698d7b94fae0ff134cecb6b052c02a5afcbca8a9785b6933e82a4958c4d383633e4e4568aa22510275ecad6f8c812c1e0fa85ead280e557e0e310572d2762f5f,808196.0,F,29.0,"DEPLOYED, SIDE",NONE,NO INDICATION OF INJURY,UNKNOWN,PARKED VEHICLES,NORMAL,,,,,2020-02-28 12:14:00,30,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",02/28/2020 12:16:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12,6,2,41.952636522,-87.80006761,POINT (-87.800067610128 41.952636521845),POINT (1129306.0844036466 1925781.8953916219),2020,6935 W IRVING PARK RD
O828738,DRIVER,2f1ab1931863dcb48d16c5b47f44285c97a09b99133095947d70f12fcb3834f4d7341d57c4837bff5854dc524da14eeb99927c2570f0fd8ef593db454e7a1047,786653.0,F,28.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-01-23 15:00:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",01/24/2020 02:44:00 PM,NOT APPLICABLE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,5,1,41.764292465,-87.741752607,POINT (-87.741752607214 41.764292464973),POINT (1145641.5557919645 1857253.9888333366),2020,7101 S CICERO AVE
P197395,PASSENGER,5319c5f65ec6afa68543edcc4a11d7479e716903d5a9b73814cfb3f7175f0063d5ce670f6bb8520574b9ff17f06dedef171d64d558b3498029353df7657067df,818934.0,F,17.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,2020-03-16 14:57:00,15,CLOUDY/OVERCAST,DAYLIGHT,REAR TO SIDE,PARKING LOT,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",03/16/2020 03:20:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14,2,3,41.756545414,-87.663443853,POINT (-87.663443852852 41.756545414126),POINT (1167027.3754964513 1854587.6832922325),2020,7535 S ASHLAND AVE
O845578,DRIVER,07b7780fd1fbcd21829bde3bd45afed1fe90975a5704671a2a0d024045d6f67f250e6fa4928a84c91f6075b1583953d0448ae2ed0e218529606ff54e5f6780cb,802453.0,M,52.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,IMPROPER BACKING,UNKNOWN,NORMAL,,,,,2020-02-19 01:42:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR TO FRONT,NOT DIVIDED,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,$500 OR LESS,02/19/2020 01:42:00 AM,IMPROPER BACKING,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,4,2,41.808378408,-87.684570717,POINT (-87.684570716896 41.808378407947),POINT (1161120.4388795632 1873431.0664746757),2020,4700 S WESTERN AVE
O877295,DRIVER,12d8c415fb61a12e617d1e718ec92f9930d3b01bfb1c059423e4815fbf767d6c66f7cf0f06319e06349e34cf5f7f6dc6fea3d67b24049bddb168554d55b84f6f,832266.0,M,23.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-04-29 16:30:00,30,RAIN,DAYLIGHT,ANGLE,FOUR WAY,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",04/29/2020 05:00:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16,4,4,41.905302221,-87.723935674,POINT (-87.723935673667 41.905302221239),POINT (1150137.7572500764 1908671.2584171956),2020,3900 W GRAND AVE
O978127,DRIVER,001f98a9879d535c8a0564fa7113aa02f21e86e379e8cdcb3e5e2cf7e2487097594c496d234826c0ce5bf4f116a227924bc71f33d6cde64019aee98d64ad368a,926890.0,M,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,,2020-10-16 20:30:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",10/16/2020 09:10:00 PM,NOT APPLICABLE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20,6,10,41.876332859,-87.666811118,POINT (-87.666811117572 41.87633285922),POINT (1165770.0466626976 1898230.4832559132),2020,400 S ASHLAND AVE
O891375,DRIVER,b25ab1a13c54d879a6bd9ef6e5f79428ab2c377d0551b4317635353065b2a83b859584e57c8543f33cda67ddd3b071560b2c70d58d7d350e1745c74e3fe45824,845507.0,M,61.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,UNKNOWN,NOT OBSCURED,NORMAL,,,,,2020-05-30 11:20:00,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,05/30/2020 11:24:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,7,5,41.894795755,-87.758912919,POINT (-87.758912919428 41.894795755393),POINT (1140641.9917435083 1904777.0084803838),2020,5319 W CHICAGO AVE
O816417,DRIVER,2d1b3afd406e99648a37b4812b2d7e1bdb97caeb04b8eacbe9044359797226e4ede508efac7af811e5a1191f12a302a4f25a32dc17e74c4efbcd18e930a2f011,775083.0,F,23.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,NORMAL,,,,,2020-01-05 03:30:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",01/05/2020 03:40:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,1,41.77135741,-87.716558702,POINT (-87.716558702357 41.771357410018),POINT (1152496.377181449 1859876.6715151998),2020,3733 W MARQUETTE RD
O870870,DRIVER,f05bbc0c0635ccaa5ac782690b745ab89b7bee99a88c8c803d1fae0444b0a21c9bd4a9f3ebbae047ff69c7051528d646088f2f05764c429d85e2974f978396ce,826206.0,F,33.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-04-10 16:45:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",04/10/2020 05:08:00 PM,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,6,4,41.770777544,-87.741898487,POINT (-87.741898487001 41.770777543568),POINT (1145585.5084840504 1859616.8210172507),2020,6711 S CICERO AVE
O936030,DRIVER,6ba6db2415369c484568885d929ec698fda7ef9a9c87edb959317872e31ecd2cdf92ff9616887ad9b808169b8fd76127a4a9297f7c06e72948c57e6e0a5a0889,887340.0,F,23.0,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,NORMAL,,,,,2020-08-11 06:40:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,08/11/2020 09:30:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6,3,8,41.796874227,-87.755598387,POINT (-87.755598387158 41.796874226536),POINT (1141784.4505564566 1869100.8466360718),2020,5732 S ARCHER AVE
P194869,PASSENGER,8a604f10e00e1055c216734779dbb468cc8acab0f3be9629c71788a2007a27363c705efc43b7258e549d6af37fc054c870acdc0df5ada1ed5cb47754d58e11b6,808917.0,F,39.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,2020-02-29 11:30:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",02/29/2020 12:00:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,8.0,0.0,11,7,2,41.940494787,-87.727076193,POINT (-87.727076192681 41.940494787216),POINT (1149192.18887991 1921489.4118855349),2020,3249 N PULASKI RD
O1008897,DRIVER,fc1046d297cb40f1efb3a21b33a3c2dc444bcf8a31c80ac642c914591b98febe3aaf422ef2811cd33b7e538f5c6e69222a073ddd405677153d938822cb1c6b5a,956175.0,M,59.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-12-14 12:48:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,$500 OR LESS,12/14/2020 01:10:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,2,12,41.896585191,-87.642996182,POINT (-87.642996181725 41.8965851912),POINT (1172196.4487363347 1905661.689438561),2020,600 W CHICAGO AVE
O906223,DRIVER,a9991973eaa03dcace8b095dc5564665a7394172b49f0e4fdedd54a770d6c656d82933ed61c50c0560c1315f22ae0127f817de41cd05b59e28727aa7c5310db9,859279.0,M,43.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,IMPROPER PASSING,UNKNOWN,NORMAL,,,,,2020-06-25 16:05:00,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",06/25/2020 04:09:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,5,6,41.975910053,-87.701236698,POINT (-87.701236697531 41.975910052846),POINT (1156127.0830820194 1934445.638972702),2020,2898 W FOSTER AVE
P192711,PASSENGER,078bac67268eb23ebdba05ab5e45fc795d0c15ccd425f18670034770d12e9cbbd894f7c6e5a1d4a509f5a28f3806042120a84159327931ab3bff8f5ae31fb32b,800295.0,F,65.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,2020-02-14 19:00:00,40,UNKNOWN,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",02/15/2020 02:25:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,19,6,2,41.901385582,-87.624064805,POINT (-87.624064804907 41.901385581543),POINT (1177336.1420157386 1907452.9946938676),2020,1015 N LAKE SHORE DR
O908255,DRIVER,f090d9b83ed7bf10bde8df22985b0a8cc810cf862a2d688df9ae1e827937f251fb83d9bfc746f84b86cfef3c60b59601f1772aedd34e4f5430d1d2fe03cd4555,861102.0,F,19.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,NORMAL,,,,,2020-06-29 00:00:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",06/29/2020 12:00:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,2,6,41.943660996,-87.645183607,POINT (-87.64518360704 41.94366099625),POINT (1171463.255645946 1922811.4041367495),2020,3400 N BROADWAY
O942463,DRIVER,1860b148d4055c3c447632522937bf3276e7251b9f5ae5892884e797d2c8d8ba6a0b1329162e293a63c5137905e6d0796038c9114f322f0b6d4177be902653e9,893428.0,M,58.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-08-20 22:15:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR TO FRONT,ONE-WAY,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",08/20/2020 11:20:00 PM,IMPROPER BACKING,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22,5,8,41.847575114,-87.62687237,POINT (-87.626872369676 41.847575113914),POINT (1176733.2191065548 1887838.2128345661),2020,1 E 24TH PL
O942933,DRIVER,39d7055849c657362f21b2751c3bfeb797996be9719c503289b11a162f070494e791b2eaf27e39a8c68e626eb9e6b874d041a98a4b2851a5ecc47d9c80ba5a27,893840.0,F,31.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,FOLLOWED TOO CLOSELY,NOT OBSCURED,NORMAL,,,,,2020-08-21 17:31:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",08/21/2020 05:32:00 PM,FOLLOWING TOO CLOSELY,DISTRACTION - FROM OUTSIDE VEHICLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,6,8,41.732897028,-87.614285907,POINT (-87.614285906711 41.73289702784),POINT (1180512.062539768 1846078.6998578121),2020,8863 S DR MARTIN LUTHER KING JR DR
O830728,DRIVER,a12b42fb7052e7fd8cc21333f50bdc95c8eb1d4e695493b95c643b9428b413957e659d429f04aa10e7b062d5db81e310ab7470d08cef739272d264b90237a8ea,788515.0,M,32.0,DEPLOYMENT UNKNOWN,NONE,NONINCAPACITATING INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-01-27 13:15:00,10,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),WET,OTHER,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",01/27/2020 01:31:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,4,INCAPACITATING INJURY,5.0,0.0,1.0,4.0,0.0,0.0,0.0,13,2,1,41.767732063,-87.683471907,POINT (-87.683471906868 41.767732062503),POINT (1161531.957120295 1858622.0861860062),2020,6918 S WESTERN AVE
O846199,PEDESTRIAN,337a86b2273f3540bc30e2d6c1dcd4c2ba4a06d0e957babe05a835a3541ec8708e2835174f1b302f69fd2ff79f859e4b2bf98a53220c6486ef19d611d4aea02a,,F,,,,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,CROSSING - NO CONTROLS (NOT AT INTERSECTION),NO CONTRASTING CLOTHING,IN ROADWAY,,2020-02-19 20:00:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,02/19/2020 08:55:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20,4,2,41.943337452,-87.806878214,POINT (-87.806878214174 41.943337452076),POINT (1127474.308161226 1922381.8405338558),2020,7199 W CORNELIA AVE
O937968,DRIVER,a023e7a9add55980727944eb57c50cc5063f40e741e453aa7da8881b142dc58f9f67cacc0e102da58c5ae957ce54bf7927a0744fb5c2bfde858959d2715199ac,889178.0,X,,DEPLOYMENT UNKNOWN,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,,2020-08-14 01:30:00,30,CLEAR,DARKNESS,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",08/14/2020 01:30:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,6,8,41.743321054,-87.641292097,POINT (-87.641292096726 41.743321054464),POINT (1173110.2090147538 1849816.6877267042),2020,661 W 83RD ST
O997623,DRIVER,946e28837a825f7d98006322512d20b7aea84779361e8c851d6bcea09f7290886ebc46a219554aa6b86c77ad3b0b886b7bc4c77c56073146fe4e028f7d5a5ac1,945373.0,M,42.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-11-21 14:10:00,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",11/21/2020 02:14:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,7,11,41.90973389,-87.746244973,POINT (-87.746244972959 41.909733890131),POINT (1144053.7337471463 1910243.8056701552),2020,4800 W NORTH AVE
O1013880,DRIVER,3f9f73a554559ca020d1af25289291a371eab1c85a6f8217a91d1c4ef5d6dbda9fea7b4e04aea00aa23b424a18ec821f4d124cdd5c39142e13d6eadc1a138dac,960894.0,M,48.0,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,NORMAL,,,,,2020-12-23 17:30:00,30,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",12/23/2020 09:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,4,12,41.786931652,-87.64511245,POINT (-87.64511244991 41.786931651847),POINT (1171940.4680752002 1865699.6738350634),2020,5900 S HALSTED ST
O977203,DRIVER,a8bf16a72ee55885af28fb00fa00d4ccc66096a89024885816d9a93e94dea1842980a8bafb31c6a2b256553a56a12d331e735caaaff267923fc4b904d1790f8c,926113.0,F,36.0,DID NOT DEPLOY,NONE,NONINCAPACITATING INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-10-15 14:20:00,30,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",10/15/2020 02:49:00 PM,DISREGARDING TRAFFIC SIGNALS,DISREGARDING TRAFFIC SIGNALS,,2,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,1.0,0.0,14,5,10,41.878217345,-87.62445584,POINT (-87.624455840297 41.878217345311),POINT (1177299.4354354814 1899009.6122806654),2020,300 S MICHIGAN AVE
O991243,DRIVER,fb2f5c0b9cbc1a08835a8c589da6bc6586ac788c820b7b5c0b06ab4d29c75de2846029915a4ea26d7fde6e7edfe4736022be5a27174feb1f5956b93ce04b057a,939348.0,M,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,UNKNOWN,UNKNOWN,,,,,2020-11-06 13:45:00,35,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,$500 OR LESS,11/09/2020 10:03:00 AM,NOT APPLICABLE,NOT APPLICABLE,,2,INCAPACITATING INJURY,1.0,0.0,1.0,0.0,0.0,1.0,0.0,13,6,11,41.751020471,-87.615102246,POINT (-87.615102245534 41.751020470682),POINT (1180234.1247158619 1852680.8534178776),2020,7900 S DR MARTIN LUTHER KING JR DR
O903649,DRIVER,e88b4f8ea51946b95abf6e982fbfceadd6fc55dc1dac56fa999685a46795a8e20e17c25234148bbffc5ee7c5c7968edabbf88ba8476a3d673d4dca817f1fec9a,856871.0,X,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,Y,2020-06-21 08:45:00,30,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",06/21/2020 08:45:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,1,6,41.943384621,-87.712472471,POINT (-87.712472470662 41.94338462063),POINT (1153157.7602483262 1922570.9123184658),2020,3421 N KIMBALL AVE
O1005281,DRIVER,118cae225c02afa497ca4fcc0e8c35a034f60a3ede9fd615fcd123c5e0252875bdc02196582fee181cc3e0dceb9b8b06329f2d48e7ae6ec643255bd74f2694f5,952702.0,M,37.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,,2020-12-07 12:15:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",12/07/2020 03:00:00 PM,IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,2,12,41.775434942,-87.571868506,POINT (-87.571868505992 41.77543494231),POINT (1191952.662364134 1861678.747638255),2020,2165 E MARQUETTE DR
O886519,DRIVER,f98acde7b3a874feb28cc3255dd543b20ab348917a6ce8a39a749a5d265c9b3294e9836bd33cd9a932658a4a248c31023883b7e64c1ee500c7e992a9dbb33717,840994.0,M,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,Y,2020-05-01 14:25:00,30,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",05/20/2020 03:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,14,6,5,41.938676711,-87.7671863,POINT (-87.76718629963 41.938676710656),POINT (1138283.9124938436 1920752.277114908),2020,5616 W BELMONT AVE
O991405,DRIVER,6c43f490b50c3dc523fe9b3f87d561639ebb36606594258b27ea2cd9378f4470393f9a48fc4571a430a8dd8896e299387a5ebff86369d6c47fae6c7934ac464b,939496.0,M,,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,,2020-11-05 12:00:00,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",11/05/2020 02:15:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12,5,11,41.800422327,-87.673122748,POINT (-87.673122748088 41.800422326959),POINT (1164263.7532795393 1870555.6852722748),2020,5127 S WINCHESTER AVE
O843453,DRIVER,3e138ce7797eb98214e2396e3d02b018400ec2ba055812d52141945b10e54db0a7e4cb7321d55a6d1265940e52adf15799196d7346c2136248a4b4acf10b0a41,800432.0,X,,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,DISREGARDED CONTROL DEVICES,UNKNOWN,UNKNOWN,,,,,2020-02-15 14:36:00,30,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",02/15/2020 02:41:00 PM,DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,7,2,41.892019353,-87.613771643,POINT (-87.613771643383 41.892019353419),POINT (1180166.9194682194 1904063.2730979212),2020,500 E GRAND AVE
O992691,DRIVER,f9464f0659205250da04ed0375781070bc92cad5ec99d66f9a034cf9eb69c14583abe3b4c55a235cfcffc2538012b941fb6ea4993cc37b90c79d1fd70493e1a7,940705.0,M,,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,IMPROPER BACKING,UNKNOWN,NORMAL,,,,,2020-11-11 16:49:00,30,CLEAR,DUSK,REAR TO FRONT,ONE-WAY,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,11/11/2020 09:30:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,FOLLOWING TOO CLOSELY,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,4,11,41.994345963,-87.694802882,POINT (-87.694802882042 41.994345963186),POINT (1157826.4616180207 1941176.757019602),2020,6208 N ROCKWELL ST
